study_hours_per_day,prep_days_before_exam,attendance_percentage,internal_marks,internal_marks_weight,subject_difficulty,study_material_source,past_performance,self_study_or_coaching,motivation_level,doubt_resolution_time,exam_anxiety_level,final_exam_marks
3.95,5.0,93.76,53.78,0.47,3.0,YouTube,85.78,Coaching,4.0,7.32,3.0,64.8
1.55,8.0,71.92,77.67,0.82,3.0,Notes,56.39,Self-study,4.0,6.5,4.0,66.3
4.82,16.0,95.36,81.43,0.18,3.0,Coaching,80.36,Coaching,4.0,5.52,2.0,60.2
3.1,24.0,99.47,57.08,0.68,,Textbooks,86.25,Group study,3.0,3.23,1.0,78.5
4.17,10.0,89.48,62.68,0.49,4.0,YouTube,65.95,Coaching,1.0,6.98,2.0,48.6
3.24,22.0,75.68,96.92,0.5,3.0,Notes,68.24,Coaching,3.0,5.34,2.0,69.3
3.02,25.0,81.46,100.0,0.56,2.0,YouTube,71.43,,2.0,5.15,3.0,63.9
1.84,12.0,76.29,62.15,0.39,4.0,YouTube,77.48,Self-study,3.0,0.47,3.0,48.9
2.21,27.0,88.52,60.13,0.28,2.0,Textbooks,51.14,Self-study,3.0,,4.0,35.2
2.19,16.0,88.03,,0.27,4.0,YouTube,71.54,Self-study,4.0,4.83,4.0,40.2
,11.0,82.96,64.68,0.62,2.0,YouTube,74.14,Coaching,4.0,3.63,2.0,64.6
3.87,25.0,76.14,80.03,0.38,3.0,Textbooks,79.48,Coaching,4.0,6.52,1.0,53.7
3.17,28.0,88.69,65.05,0.68,3.0,Notes,56.39,Self-study,3.0,1.12,3.0,61.7
1.73,9.0,100.0,69.2,0.32,5.0,Textbooks,66.43,Self-study,4.0,6.01,2.0,46.7
1.34,26.0,77.55,69.97,0.63,3.0,YouTube,71.87,Coaching,3.0,1.03,1.0,56.8
,43.0,76.87,76.51,0.42,4.0,Textbooks,,Group study,3.0,0.78,3.0,52.8
0.55,19.0,67.81,86.34,0.85,4.0,Notes,51.44,Self-study,5.0,4.91,3.0,58.3
5.07,42.0,85.16,62.61,0.29,4.0,Textbooks,39.31,Coaching,3.0,3.98,2.0,54.4
1.84,26.0,85.64,,0.63,4.0,YouTube,52.18,Self-study,4.0,0.0,3.0,57.7
1.54,10.0,,48.92,0.83,1.0,YouTube,47.66,Coaching,3.0,5.19,4.0,47.1
4.12,8.0,83.54,94.65,0.52,3.0,Coaching,79.63,Self-study,3.0,6.76,2.0,66.9
5.11,12.0,67.65,61.99,0.37,1.0,Notes,86.78,Group study,3.0,7.17,4.0,50.7
5.91,21.0,100.0,69.01,0.41,3.0,YouTube,78.48,Self-study,4.0,6.31,3.0,60.9
4.02,28.0,84.64,67.94,0.4,3.0,Notes,63.42,Self-study,3.0,8.53,3.0,63.9
2.42,10.0,95.57,100.0,0.52,3.0,YouTube,,Group study,4.0,1.28,5.0,63.3
3.6,32.0,76.51,44.39,0.1,1.0,YouTube,98.09,,3.0,1.78,3.0,40.8
3.15,16.0,92.29,87.43,0.78,2.0,YouTube,71.78,Coaching,4.0,4.35,1.0,76.3
2.19,8.0,93.66,85.54,0.55,3.0,Notes,51.27,Coaching,4.0,5.12,3.0,55.9
3.93,29.0,73.22,71.08,0.62,1.0,YouTube,77.29,Coaching,5.0,8.01,3.0,70.7
3.11,20.0,80.05,60.72,0.39,4.0,Coaching,81.2,Self-study,4.0,11.05,3.0,50.8
6.75,22.0,86.96,55.8,0.61,1.0,Textbooks,59.97,Coaching,3.0,5.73,3.0,67.2
3.43,29.0,88.78,,0.43,2.0,Coaching,70.61,Self-study,3.0,11.71,5.0,54.4
4.73,39.0,80.69,50.23,0.21,3.0,YouTube,72.68,Self-study,3.0,3.3,2.0,55.5
2.51,32.0,69.71,69.56,0.1,2.0,Textbooks,83.29,Coaching,4.0,5.78,3.0,46.8
5.07,8.0,88.62,74.51,0.75,5.0,Textbooks,100.0,Group study,3.0,1.78,5.0,65.6
3.4,27.0,,58.53,0.23,2.0,Textbooks,90.14,Coaching,3.0,4.52,2.0,57.9
3.96,21.0,62.06,52.94,0.45,5.0,Coaching,61.7,Coaching,5.0,6.22,2.0,48.1
7.14,34.0,73.03,49.48,0.65,3.0,YouTube,,Coaching,4.0,6.41,2.0,73.1
,26.0,75.78,63.32,0.26,1.0,Coaching,78.79,Self-study,2.0,4.73,2.0,61.9
2.95,11.0,100.0,77.7,0.38,5.0,Coaching,50.44,Group study,3.0,12.07,2.0,52.0
1.25,20.0,79.8,91.39,0.68,4.0,YouTube,62.46,Self-study,1.0,9.46,1.0,54.0
2.67,3.0,81.08,67.51,0.83,5.0,Coaching,80.1,Self-study,5.0,4.74,1.0,63.7
3.65,18.0,79.4,78.37,0.39,3.0,Coaching,81.66,Self-study,3.0,11.28,4.0,53.1
1.96,0.0,90.53,60.3,0.54,2.0,Notes,75.96,Coaching,4.0,3.91,1.0,51.5
3.19,25.0,78.55,58.91,0.47,4.0,Textbooks,59.29,Coaching,4.0,0.96,4.0,48.8
4.14,29.0,82.9,71.29,0.29,3.0,,74.06,Coaching,5.0,,2.0,64.1
4.54,24.0,87.74,77.71,0.47,2.0,Textbooks,58.63,Self-study,3.0,7.43,3.0,62.9
3.51,25.0,84.83,100.0,0.34,3.0,Coaching,63.23,Coaching,4.0,8.73,,62.6
3.55,19.0,90.59,46.73,0.48,2.0,Coaching,,Self-study,4.0,3.15,5.0,54.2
4.46,13.0,91.29,,0.46,3.0,YouTube,73.9,Self-study,4.0,1.0,3.0,58.4
5.12,5.0,68.06,74.16,,4.0,Coaching,,Coaching,3.0,4.12,2.0,68.9
3.85,13.0,99.32,61.98,0.75,2.0,Notes,39.61,Group study,3.0,3.23,3.0,62.9
3.27,26.0,87.95,78.07,0.9,2.0,YouTube,79.04,Self-study,4.0,8.98,1.0,78.8
4.25,24.0,80.88,81.88,0.83,5.0,Coaching,33.06,Self-study,3.0,6.27,3.0,76.8
0.0,29.0,88.41,73.17,0.67,2.0,Coaching,68.03,Group study,4.0,3.02,3.0,56.6
0.8,14.0,76.11,72.37,0.42,,Coaching,77.8,Self-study,3.0,2.03,3.0,45.7
3.01,18.0,91.74,,0.93,5.0,Notes,58.87,Self-study,4.0,3.99,2.0,68.7
2.79,26.0,97.45,86.18,0.68,1.0,Textbooks,67.78,Group study,3.0,8.45,3.0,81.0
3.38,12.0,80.67,73.08,0.55,3.0,Coaching,71.79,Coaching,3.0,5.1,1.0,66.0
7.12,12.0,71.99,74.49,0.74,3.0,Textbooks,89.66,Coaching,4.0,4.41,2.0,74.8
2.89,18.0,73.01,55.85,0.16,2.0,Textbooks,76.07,Coaching,4.0,3.33,2.0,48.0
2.28,24.0,78.91,68.39,0.96,4.0,Notes,50.06,Self-study,3.0,5.17,2.0,65.5
6.03,17.0,80.96,66.79,0.66,3.0,YouTube,58.23,Self-study,4.0,3.74,2.0,65.8
4.99,0.0,88.05,77.02,0.1,3.0,Notes,85.89,Self-study,5.0,4.07,,49.8
2.04,25.0,92.84,69.75,0.1,3.0,Textbooks,63.41,Coaching,1.0,5.62,5.0,37.1
1.29,28.0,86.67,72.91,0.4,4.0,Notes,47.04,Self-study,4.0,2.21,5.0,39.7
3.74,22.0,87.91,69.19,0.12,2.0,Textbooks,,Coaching,2.0,4.62,1.0,49.0
3.18,5.0,88.33,76.03,0.49,5.0,YouTube,66.42,Self-study,2.0,9.49,,42.2
3.88,10.0,81.61,81.35,0.42,3.0,Textbooks,65.93,Group study,4.0,4.23,3.0,48.7
1.99,10.0,86.23,71.73,0.44,4.0,Textbooks,63.97,Group study,3.0,6.42,5.0,45.9
4.63,30.0,84.55,66.65,0.35,3.0,Notes,71.95,Coaching,3.0,6.44,2.0,56.0
4.24,8.0,100.0,,0.26,3.0,YouTube,73.78,Coaching,2.0,2.47,2.0,51.0
1.66,17.0,73.3,75.53,0.16,3.0,YouTube,84.37,Group study,3.0,8.32,2.0,42.9
3.24,26.0,76.13,75.51,0.53,3.0,Textbooks,64.68,Coaching,3.0,3.12,3.0,61.3
5.8,26.0,83.58,74.19,0.1,3.0,YouTube,54.27,Coaching,3.0,3.54,2.0,49.5
3.38,14.0,77.17,75.73,,2.0,Textbooks,74.62,Coaching,4.0,4.81,3.0,61.4
1.74,16.0,79.46,54.75,0.48,4.0,YouTube,72.57,Self-study,4.0,3.19,1.0,51.4
1.7,26.0,91.88,61.46,0.85,3.0,YouTube,65.15,Group study,3.0,5.46,2.0,70.6
4.17,16.0,87.82,54.26,0.49,4.0,Textbooks,52.01,Group study,4.0,4.3,3.0,48.7
3.37,20.0,82.88,74.76,0.14,2.0,YouTube,75.88,Self-study,5.0,0.43,1.0,53.8
1.25,29.0,77.12,64.97,0.95,3.0,Textbooks,90.92,Self-study,3.0,7.24,1.0,80.2
5.75,15.0,86.92,42.04,0.56,4.0,Coaching,68.93,Self-study,3.0,4.24,2.0,58.5
,32.0,84.72,53.15,0.43,2.0,Coaching,76.54,Self-study,5.0,5.76,5.0,60.9
5.75,19.0,93.76,57.97,0.1,3.0,Textbooks,55.26,Coaching,3.0,10.4,4.0,42.6
3.95,6.0,95.03,38.3,0.6,4.0,YouTube,70.35,Group study,,9.19,4.0,44.2
5.93,19.0,90.13,98.36,0.69,3.0,YouTube,52.98,Coaching,4.0,6.43,3.0,79.3
1.88,22.0,72.81,67.59,0.96,4.0,Coaching,68.02,Coaching,4.0,11.32,4.0,66.5
4.52,25.0,86.46,100.0,0.81,4.0,Textbooks,85.19,Self-study,4.0,10.01,2.0,87.0
7.09,37.0,71.02,68.45,0.63,3.0,Notes,86.49,Self-study,4.0,4.56,3.0,78.7
4.95,18.0,78.0,75.34,0.37,4.0,Coaching,100.0,Self-study,3.0,3.08,2.0,67.5
3.97,21.0,74.44,66.45,0.46,2.0,Coaching,58.98,Self-study,3.0,3.84,4.0,54.0
3.35,6.0,79.36,75.37,0.47,1.0,Notes,51.15,Group study,5.0,8.18,5.0,41.4
0.03,8.0,83.48,86.58,0.13,5.0,Notes,48.08,Coaching,4.0,5.93,3.0,33.2
,27.0,81.48,,0.92,4.0,YouTube,52.06,Self-study,3.0,8.49,3.0,79.3
2.31,28.0,87.32,50.15,0.11,2.0,YouTube,59.48,Group study,4.0,3.63,3.0,43.3
4.31,14.0,62.92,58.53,0.83,4.0,Textbooks,71.71,Coaching,3.0,4.29,4.0,55.7
2.49,14.0,82.58,53.15,0.78,1.0,YouTube,70.69,Self-study,2.0,5.8,3.0,62.0
1.81,25.0,79.17,60.02,0.1,2.0,Coaching,76.64,Self-study,3.0,2.32,1.0,46.1
3.09,43.0,81.64,83.38,0.1,,YouTube,43.49,Group study,2.0,,5.0,41.3
5.24,16.0,79.0,76.31,0.44,4.0,YouTube,70.5,Coaching,4.0,6.75,1.0,66.9
1.86,14.0,86.04,62.32,0.27,5.0,Coaching,49.99,,4.0,10.53,3.0,39.4
3.49,17.0,82.72,73.78,0.4,,Coaching,65.17,Self-study,3.0,6.31,4.0,44.4
4.95,36.0,82.29,59.12,0.63,3.0,Textbooks,71.88,Self-study,3.0,6.85,5.0,58.2
4.81,31.0,82.02,60.12,0.41,3.0,Textbooks,71.79,Self-study,3.0,3.28,4.0,61.0
4.13,33.0,88.55,85.92,0.28,3.0,Coaching,65.54,Self-study,4.0,3.02,3.0,57.4
3.83,20.0,81.76,56.47,0.12,3.0,Coaching,55.69,,2.0,10.9,2.0,35.5
3.01,28.0,82.46,64.73,0.32,5.0,Notes,76.14,Self-study,4.0,7.57,3.0,55.1
3.37,28.0,92.99,75.18,0.61,3.0,YouTube,61.31,Coaching,3.0,1.33,3.0,68.3
4.92,16.0,81.34,53.94,0.27,4.0,Textbooks,82.56,Self-study,2.0,7.41,3.0,47.9
3.67,21.0,82.64,77.12,0.89,4.0,YouTube,51.12,Self-study,2.0,4.38,3.0,62.7
4.61,19.0,94.31,64.37,0.48,3.0,Textbooks,66.11,Coaching,4.0,2.06,5.0,60.8
3.62,7.0,92.24,93.28,0.26,2.0,Textbooks,62.33,Self-study,4.0,3.67,4.0,51.3
4.78,18.0,82.01,69.42,0.44,4.0,Notes,58.28,Coaching,3.0,9.37,2.0,57.1
2.04,11.0,71.42,60.9,0.63,3.0,Notes,72.72,Self-study,4.0,7.27,3.0,55.4
1.4,,78.88,57.1,0.82,4.0,YouTube,78.18,Group study,1.0,8.3,4.0,50.0
2.64,19.0,95.33,78.47,0.46,3.0,Coaching,58.41,Self-study,3.0,9.03,4.0,47.7
3.23,17.0,97.04,98.67,0.11,2.0,Textbooks,57.98,Group study,3.0,0.61,2.0,43.1
3.18,16.0,93.06,86.38,,3.0,Notes,39.81,Group study,4.0,7.93,4.0,44.9
1.09,,100.0,68.72,0.13,,Textbooks,58.63,Coaching,3.0,1.18,,35.1
5.1,17.0,96.03,67.51,0.68,3.0,YouTube,80.23,Coaching,4.0,7.57,3.0,76.4
2.41,22.0,70.25,68.09,0.77,4.0,Textbooks,76.39,Self-study,2.0,4.0,2.0,59.3
2.48,31.0,83.76,,0.19,4.0,YouTube,66.12,Coaching,1.0,5.74,1.0,49.8
10.17,17.0,83.77,71.93,0.59,4.0,Notes,61.03,Self-study,3.0,6.36,4.0,52.7
0.23,18.0,100.0,61.22,0.91,4.0,YouTube,59.09,Group study,1.0,1.09,1.0,63.3
4.2,42.0,89.01,65.84,0.7,2.0,Notes,61.47,Self-study,3.0,4.62,1.0,67.5
3.24,0.0,70.43,68.98,0.56,2.0,YouTube,89.71,Self-study,4.0,10.94,2.0,52.9
4.21,11.0,84.04,96.64,0.5,4.0,Coaching,70.17,Coaching,5.0,3.45,4.0,62.8
2.04,15.0,89.78,57.4,0.1,2.0,Coaching,83.06,Self-study,4.0,0.0,1.0,47.5
1.77,1.0,,60.9,0.45,5.0,Notes,57.0,Coaching,4.0,8.78,1.0,36.8
6.02,29.0,,71.5,0.38,2.0,Notes,71.45,Self-study,3.0,14.08,3.0,64.7
3.53,7.0,88.74,78.55,0.54,2.0,Textbooks,76.68,Self-study,4.0,3.0,3.0,58.5
2.83,26.0,82.49,85.98,0.12,2.0,Textbooks,60.72,Coaching,2.0,7.95,3.0,42.1
1.8,16.0,85.97,48.33,0.34,2.0,,69.45,Self-study,2.0,5.08,1.0,51.7
6.43,16.0,76.64,82.04,0.86,1.0,YouTube,86.82,Self-study,3.0,9.21,3.0,91.7
2.7,26.0,94.13,51.81,0.8,3.0,Notes,71.23,Self-study,3.0,4.73,3.0,58.8
1.54,28.0,82.57,73.76,0.54,1.0,YouTube,53.07,Coaching,1.0,4.01,3.0,51.0
4.19,12.0,90.11,71.02,0.56,3.0,YouTube,82.19,Coaching,4.0,8.51,5.0,66.4
3.84,15.0,71.18,43.26,0.26,3.0,YouTube,58.94,Self-study,3.0,3.51,3.0,43.2
3.86,32.0,79.51,53.22,0.42,3.0,Notes,71.23,Group study,4.0,3.14,3.0,48.5
4.61,27.0,76.38,68.73,0.34,3.0,YouTube,76.04,Group study,1.0,2.83,4.0,57.6
4.44,15.0,77.86,55.91,0.78,1.0,Coaching,73.49,Self-study,5.0,5.63,2.0,67.8
6.49,29.0,80.13,58.32,0.11,4.0,YouTube,83.24,Self-study,4.0,0.0,4.0,46.3
4.2,35.0,81.15,71.95,0.6,3.0,Textbooks,,Group study,4.0,1.04,3.0,74.2
2.87,30.0,79.67,90.52,0.73,2.0,Coaching,45.99,Self-study,3.0,7.46,4.0,66.1
6.13,27.0,84.6,78.76,0.64,1.0,Notes,69.36,Self-study,4.0,2.45,1.0,80.6
2.18,20.0,100.0,52.47,0.4,3.0,Textbooks,55.14,Self-study,3.0,0.62,3.0,48.4
3.44,6.0,95.02,63.12,0.22,3.0,Textbooks,68.04,Coaching,2.0,6.83,,46.6
2.88,5.0,88.6,82.46,0.64,3.0,YouTube,60.96,Coaching,4.0,2.22,4.0,50.0
3.97,2.0,90.67,51.19,0.48,1.0,YouTube,79.84,Group study,1.0,3.66,5.0,62.8
5.81,10.0,84.05,62.06,0.85,2.0,Notes,73.93,Self-study,4.0,2.41,3.0,75.1
3.45,0.0,72.17,80.12,0.48,4.0,YouTube,89.97,Coaching,2.0,2.16,3.0,43.8
1.25,3.0,84.3,62.6,0.29,5.0,Coaching,79.96,Group study,4.0,9.65,3.0,33.2
1.01,32.0,78.55,59.54,0.69,2.0,Textbooks,68.53,Coaching,1.0,6.0,4.0,61.7
0.53,24.0,100.0,87.91,0.52,1.0,YouTube,46.85,Self-study,1.0,9.23,3.0,49.8
4.99,14.0,83.08,49.27,0.88,4.0,Notes,61.04,Self-study,4.0,6.13,3.0,61.1
3.49,,78.72,95.39,0.43,2.0,Notes,65.12,Self-study,2.0,3.5,3.0,57.2
2.67,8.0,85.48,40.15,0.34,5.0,Notes,70.58,Coaching,4.0,1.57,3.0,31.7
3.19,21.0,86.47,71.36,0.65,2.0,Notes,74.74,Group study,3.0,6.44,5.0,60.4
3.74,20.0,86.92,79.06,0.38,4.0,Coaching,62.34,Coaching,3.0,4.23,4.0,55.9
2.77,33.0,80.32,44.6,0.89,4.0,YouTube,76.34,Coaching,3.0,6.41,3.0,55.4
1.0,,81.31,92.66,0.46,4.0,YouTube,73.3,Self-study,4.0,5.34,3.0,54.9
7.25,4.0,80.85,74.34,0.6,3.0,YouTube,69.14,Coaching,3.0,5.54,2.0,80.7
4.48,22.0,100.0,47.13,0.84,1.0,YouTube,73.73,Coaching,3.0,5.28,3.0,70.8
3.96,30.0,100.0,89.72,0.53,3.0,Notes,,Self-study,3.0,6.56,2.0,76.1
,3.0,74.16,78.25,0.81,3.0,Notes,75.04,Self-study,3.0,4.75,3.0,77.5
3.93,4.0,98.21,84.5,,2.0,Textbooks,61.53,Self-study,5.0,2.8,3.0,75.9
3.58,15.0,69.92,76.26,0.38,5.0,Notes,67.94,Self-study,3.0,,5.0,43.6
5.14,27.0,90.96,79.48,0.29,3.0,Coaching,73.63,Coaching,4.0,1.54,5.0,58.4
4.43,15.0,89.04,78.84,0.27,4.0,Textbooks,68.52,Self-study,2.0,1.77,3.0,44.0
3.78,6.0,84.37,65.78,0.92,4.0,Textbooks,58.8,Coaching,4.0,3.68,3.0,62.4
5.7,4.0,79.52,87.09,0.72,1.0,YouTube,73.16,Group study,4.0,3.74,3.0,69.7
2.36,10.0,100.0,69.93,0.55,3.0,YouTube,71.73,Group study,3.0,7.53,4.0,47.3
5.52,21.0,77.91,78.63,0.43,3.0,YouTube,76.02,Self-study,2.0,8.26,5.0,66.2
3.25,23.0,83.31,95.62,0.24,2.0,YouTube,41.01,Coaching,2.0,0.0,4.0,39.9
3.39,30.0,88.91,80.2,0.22,1.0,YouTube,70.96,Group study,3.0,0.0,5.0,48.6
,16.0,100.0,55.06,0.4,4.0,Notes,64.23,Coaching,3.0,6.1,2.0,44.7
3.9,16.0,84.0,100.0,0.81,3.0,Textbooks,80.55,Coaching,4.0,4.24,3.0,83.7
3.19,39.0,91.25,52.13,0.1,3.0,,58.95,Self-study,3.0,5.6,3.0,47.1
1.38,17.0,63.39,59.73,0.22,5.0,Textbooks,75.2,Self-study,3.0,3.02,3.0,34.7
1.47,22.0,96.63,53.62,0.42,2.0,Notes,51.75,Coaching,4.0,2.96,3.0,56.9
3.75,23.0,69.11,57.84,,3.0,Notes,55.74,Coaching,4.0,2.09,4.0,62.8
3.04,25.0,87.08,77.68,0.5,3.0,Textbooks,72.31,Coaching,1.0,9.64,3.0,48.8
5.22,16.0,95.1,67.99,0.75,3.0,Coaching,54.75,Coaching,4.0,2.46,3.0,77.5
4.14,,81.81,70.44,0.71,3.0,Textbooks,67.3,Self-study,4.0,3.98,4.0,69.8
4.3,23.0,89.56,55.95,0.1,3.0,YouTube,77.53,Self-study,3.0,1.11,2.0,51.5
5.98,8.0,90.51,80.62,0.26,3.0,Coaching,77.99,Coaching,3.0,0.0,4.0,48.0
2.3,18.0,88.2,57.5,0.8,1.0,YouTube,74.39,Self-study,5.0,4.49,2.0,60.4
7.74,18.0,77.88,,0.5,1.0,YouTube,63.4,Self-study,4.0,8.39,2.0,79.9
2.93,22.0,89.14,60.38,0.4,3.0,Coaching,72.34,Coaching,4.0,3.65,3.0,50.2
2.31,8.0,85.72,99.05,0.41,3.0,YouTube,64.96,Self-study,4.0,,1.0,54.6
2.08,17.0,84.97,78.46,0.82,3.0,Notes,90.17,Group study,,2.39,4.0,77.1
5.67,9.0,81.79,82.32,0.48,2.0,Textbooks,74.25,,4.0,2.75,3.0,64.0
3.14,,100.0,74.24,0.69,3.0,Textbooks,54.16,Self-study,4.0,6.84,3.0,58.2
3.81,14.0,94.08,92.59,0.72,2.0,Coaching,68.23,Self-study,2.0,4.23,3.0,74.1
5.63,34.0,67.32,69.23,,4.0,Coaching,63.78,Coaching,3.0,2.02,3.0,46.1
3.41,13.0,95.17,77.73,0.46,5.0,Notes,40.96,Coaching,4.0,5.28,2.0,54.8
1.74,19.0,99.55,73.04,0.46,3.0,Coaching,68.62,Coaching,3.0,3.3,2.0,48.4
5.15,26.0,90.94,48.06,0.67,2.0,Textbooks,73.26,Coaching,4.0,3.01,5.0,63.9
0.85,19.0,84.06,63.61,0.37,3.0,Textbooks,68.69,Self-study,4.0,4.06,1.0,52.9
3.95,22.0,100.0,34.23,0.17,3.0,Coaching,60.6,,5.0,9.1,3.0,41.4
3.45,23.0,98.78,81.54,0.5,3.0,YouTube,86.34,Coaching,3.0,4.39,,62.0
3.7,12.0,78.01,73.19,0.37,3.0,YouTube,71.6,Self-study,3.0,4.78,5.0,51.6
3.95,29.0,83.6,80.46,,3.0,YouTube,63.65,Group study,3.0,2.2,3.0,61.4
0.74,30.0,73.64,81.02,0.7,2.0,Textbooks,48.02,Self-study,2.0,5.19,3.0,54.3
1.2,6.0,68.5,64.5,0.59,4.0,Textbooks,51.73,Coaching,1.0,2.72,3.0,38.2
1.32,15.0,87.47,90.13,0.89,3.0,Textbooks,62.9,Group study,2.0,3.79,2.0,63.9
3.85,18.0,92.94,78.09,0.7,1.0,Textbooks,72.92,Coaching,2.0,6.36,3.0,72.6
2.09,21.0,82.19,77.89,0.76,5.0,Coaching,80.45,Self-study,,3.77,3.0,61.0
3.19,17.0,88.59,79.7,0.19,3.0,Textbooks,68.42,Coaching,3.0,2.78,1.0,48.8
4.84,21.0,97.37,57.85,0.59,5.0,Coaching,52.4,Coaching,3.0,6.21,3.0,59.1
3.57,25.0,89.5,61.06,0.29,5.0,Coaching,69.61,Coaching,4.0,2.08,4.0,54.9
2.2,21.0,100.0,71.73,0.29,3.0,Coaching,64.38,Group study,3.0,8.17,5.0,44.9
4.75,18.0,87.34,67.44,0.33,3.0,Notes,59.1,Self-study,3.0,1.6,2.0,53.1
2.65,14.0,84.95,47.8,0.16,3.0,Textbooks,64.2,Coaching,3.0,2.95,2.0,42.7
2.99,4.0,89.03,93.04,0.57,3.0,Textbooks,83.29,Self-study,3.0,,2.0,70.6
2.86,23.0,82.81,80.73,0.51,3.0,Textbooks,63.07,Group study,3.0,7.82,2.0,64.7
2.84,32.0,70.91,80.17,0.27,3.0,YouTube,81.15,Self-study,3.0,5.78,2.0,56.4
4.24,20.0,82.44,48.79,0.37,4.0,Textbooks,64.92,Coaching,2.0,2.44,,51.9
3.23,,95.76,64.0,0.38,5.0,Coaching,52.01,Self-study,1.0,10.19,4.0,41.9
3.12,34.0,83.86,68.02,0.2,1.0,YouTube,64.26,Self-study,2.0,7.99,3.0,63.1
2.02,30.0,89.66,67.61,0.28,4.0,Textbooks,71.45,Self-study,4.0,2.87,3.0,45.9
5.49,6.0,61.18,59.25,0.67,4.0,YouTube,57.1,Self-study,5.0,4.53,2.0,59.7
3.08,38.0,67.39,66.9,0.97,4.0,Notes,63.55,Group study,4.0,1.57,1.0,68.1
4.13,12.0,83.28,70.62,0.18,,Notes,82.54,Self-study,,4.66,3.0,38.8
4.23,6.0,96.42,73.23,0.25,2.0,Coaching,71.56,Coaching,3.0,4.94,4.0,50.1
3.43,4.0,71.64,73.47,0.49,3.0,Textbooks,52.27,Coaching,2.0,3.77,3.0,32.8
5.67,2.0,92.85,57.66,,4.0,Coaching,65.16,Coaching,4.0,5.85,,52.2
6.95,37.0,69.1,75.98,0.46,3.0,Coaching,72.18,Coaching,4.0,7.87,3.0,62.3
5.96,16.0,100.0,56.3,0.53,1.0,Textbooks,79.01,Self-study,4.0,6.55,3.0,63.6
4.31,24.0,79.83,63.25,0.59,5.0,Coaching,76.3,Coaching,4.0,3.7,1.0,60.8
4.21,3.0,68.53,54.62,0.35,3.0,Notes,,Coaching,3.0,2.17,2.0,47.1
2.75,14.0,76.2,61.19,0.36,2.0,YouTube,71.85,Group study,3.0,4.39,5.0,45.9
5.57,0.0,77.5,45.92,0.41,3.0,YouTube,52.89,Self-study,4.0,1.4,1.0,48.8
4.12,11.0,87.52,44.89,0.51,3.0,Textbooks,,Group study,4.0,5.25,3.0,58.7
2.98,9.0,86.35,78.68,0.51,2.0,Textbooks,40.36,Coaching,4.0,0.19,3.0,54.2
4.87,16.0,95.24,65.42,0.27,1.0,Textbooks,63.94,Self-study,4.0,6.56,4.0,58.8
0.0,1.0,95.29,100.0,0.29,4.0,YouTube,49.95,Self-study,4.0,10.35,1.0,39.0
1.36,2.0,83.11,88.69,0.82,1.0,Coaching,68.75,Coaching,2.0,6.74,4.0,61.0
5.09,19.0,78.8,77.4,0.52,3.0,Textbooks,76.99,Self-study,3.0,4.61,3.0,59.5
4.64,21.0,85.17,72.06,0.4,2.0,Notes,62.68,Self-study,5.0,6.42,3.0,59.1
4.48,21.0,69.0,51.95,0.7,1.0,Coaching,66.2,,3.0,4.87,4.0,53.8
2.62,24.0,85.42,41.12,0.92,1.0,Textbooks,67.54,Group study,2.0,0.0,4.0,61.6
5.57,17.0,98.35,65.04,0.5,5.0,Notes,60.74,Self-study,4.0,6.93,3.0,68.4
4.37,9.0,85.26,88.87,0.7,2.0,Textbooks,52.3,Coaching,1.0,7.26,4.0,60.8
4.58,25.0,78.07,41.35,0.1,2.0,Coaching,61.35,Self-study,2.0,1.15,3.0,52.2
2.75,34.0,80.87,100.0,0.92,5.0,Coaching,75.69,Self-study,3.0,7.14,,84.6
4.82,14.0,99.93,52.08,0.51,3.0,Notes,74.2,Self-study,1.0,6.29,3.0,52.3
4.88,39.0,78.7,59.29,0.58,3.0,Textbooks,52.18,Self-study,4.0,4.19,2.0,57.6
3.83,13.0,71.12,27.76,0.1,3.0,Notes,68.7,Self-study,4.0,3.61,3.0,35.2
3.29,20.0,81.81,54.85,0.3,5.0,Notes,78.6,Self-study,3.0,5.59,4.0,45.1
3.65,0.0,98.35,70.91,0.28,3.0,Textbooks,69.53,Self-study,4.0,8.2,1.0,54.4
3.8,12.0,79.65,53.85,0.17,3.0,YouTube,,Self-study,1.0,5.83,2.0,37.3
5.23,18.0,86.32,75.96,0.31,5.0,Notes,58.07,Self-study,3.0,5.02,3.0,43.3
4.72,25.0,88.54,66.74,0.15,4.0,Notes,44.07,Coaching,5.0,6.85,4.0,50.2
3.23,19.0,74.63,62.32,0.58,3.0,YouTube,78.37,Group study,4.0,6.71,3.0,62.5
5.36,12.0,94.36,62.97,0.13,3.0,YouTube,71.42,Coaching,3.0,4.74,1.0,53.1
2.32,17.0,93.94,81.09,0.31,1.0,Notes,70.74,Self-study,2.0,10.58,3.0,58.5
6.06,16.0,,59.72,0.7,5.0,YouTube,62.04,Self-study,4.0,0.0,2.0,55.5
3.05,13.0,82.15,73.18,0.43,1.0,Textbooks,43.27,Coaching,4.0,0.0,1.0,62.3
5.3,12.0,93.74,61.62,0.31,4.0,Notes,49.62,Self-study,2.0,2.3,3.0,56.1
3.23,33.0,92.18,81.54,0.97,,YouTube,62.52,Coaching,3.0,5.67,4.0,76.3
3.02,14.0,81.85,82.95,0.77,3.0,Coaching,76.22,Group study,3.0,9.23,2.0,69.7
